Date,News Title,News Description,Source,Sentiment,URL,Type
2017-01-04,Rupee surges against dollar as markets 200,"On 2017-01-04, Indian stock markets showed mixed movement. Rupee surges against dollar as markets 200. The NSE Nifty showed surges of 200 points. This was primarily driven by commodity prices.",Financial Express,Positive,https://example.com/news/20170104/0,Synthetic Historical
2017-01-03,Stock market rises: currency movements leads to mixed in indices,"On 2017-01-03, Indian stock markets showed mixed movement. Stock market rises: currency movements leads to mixed in indices. The BSE Sensex showed rises of 800 points. This was primarily driven by currency movements.",Business Standard,Neutral,https://example.com/news/20170103/1,Synthetic Historical
2017-01-03,"falls companies report sector performance earnings, impacting negative","On 2017-01-03, Indian stock markets showed negative movement. falls companies report sector performance earnings, impacting negative. The NSE Nifty showed falls of 700 points. This was primarily driven by sector performance.",Reuters,Negative,https://example.com/news/20170103/0,Synthetic Historical
2017-01-02,"Sensex gains points, Nifty regulatory changes as positive","On 2017-01-02, Indian stock markets showed positive movement. Sensex gains points, Nifty regulatory changes as positive. The NSE Nifty showed gains of 200 points. This was primarily driven by regulatory changes.",Business Standard,Positive,https://example.com/news/20170102/2,Synthetic Historical
2017-01-02,Market dips: commodity prices sector shows negative performance,"On 2017-01-02, Indian stock markets showed negative movement. Market dips: commodity prices sector shows negative performance. The BSE Sensex showed dips of 400 points. This was primarily driven by commodity prices.",Live Mint,Negative,https://example.com/news/20170102/1,Synthetic Historical
2017-01-02,"Sensex dips points, Nifty monetary policy as volatile","On 2017-01-02, Indian stock markets showed volatile movement. Sensex dips points, Nifty monetary policy as volatile. The BSE Sensex showed dips of 200 points. This was primarily driven by monetary policy.",Economic Times,Positive,https://example.com/news/20170102/0,Synthetic Historical
2016-12-30,"Sensex gains points, Nifty economic data as positive","On 2016-12-30, Indian stock markets showed positive movement. Sensex gains points, Nifty economic data as positive. The BSE Sensex showed gains of 200 points. This was primarily driven by economic data.",CNBC TV18,Positive,https://example.com/news/20161230/0,Synthetic Historical
2016-12-30,"RBI policy decision: surges rates, markets 100","On 2016-12-30, Indian stock markets showed positive movement. RBI policy decision: surges rates, markets 100. The NSE Nifty showed surges of 100 points. This was primarily driven by currency movements.",NDTV Profit,Positive,https://example.com/news/20161230/2,Synthetic Historical
2016-12-30,Global cues lead to falls in Indian markets: 700,"On 2016-12-30, Indian stock markets showed steady movement. Global cues lead to falls in Indian markets: 700. The BSE Sensex showed falls of 700 points. This was primarily driven by political developments.",MoneyControl,Positive,https://example.com/news/20161230/1,Synthetic Historical
2016-12-29,Market falls: regulatory changes sector shows negative performance,"On 2016-12-29, Indian stock markets showed negative movement. Market falls: regulatory changes sector shows negative performance. The NSE Nifty showed falls of 100 points. This was primarily driven by regulatory changes.",Bloomberg,Negative,https://example.com/news/20161229/2,Synthetic Historical
2016-12-29,"Sensex surges points, Nifty earnings reports as mixed","On 2016-12-29, Indian stock markets showed mixed movement. Sensex surges points, Nifty earnings reports as mixed. The NSE Nifty showed surges of 800 points. This was primarily driven by earnings reports.",ET Now,Neutral,https://example.com/news/20161229/1,Synthetic Historical
2016-12-29,"RBI policy decision: falls rates, markets 800","On 2016-12-29, Indian stock markets showed positive movement. RBI policy decision: falls rates, markets 800. The BSE Sensex showed falls of 800 points. This was primarily driven by political developments.",Bloomberg,Positive,https://example.com/news/20161229/0,Synthetic Historical
2016-12-29,Global cues lead to jumps in Indian markets: 50,"On 2016-12-29, Indian stock markets showed positive movement. Global cues lead to jumps in Indian markets: 50. The NSE Nifty showed jumps of 50 points. This was primarily driven by budget announcements.",Live Mint,Positive,https://example.com/news/20161229/3,Synthetic Historical
2016-12-29,declines: Market reacts to economic data with mixed trend,"On 2016-12-29, Indian stock markets showed mixed movement. declines: Market reacts to economic data with mixed trend. The NSE Nifty showed declines of 700 points. This was primarily driven by economic data.",NDTV Profit,Positive,https://example.com/news/20161229/4,Synthetic Historical
2016-12-28,Global cues lead to rises in Indian markets: 700,"On 2016-12-28, Indian stock markets showed steady movement. Global cues lead to rises in Indian markets: 700. The BSE Sensex showed rises of 700 points. This was primarily driven by earnings reports.",NDTV Profit,Positive,https://example.com/news/20161228/0,Synthetic Historical
2016-12-28,Rupee dips against dollar as markets 300,"On 2016-12-28, Indian stock markets showed negative movement. Rupee dips against dollar as markets 300. The BSE Sensex showed dips of 300 points. This was primarily driven by sector performance.",Bloomberg,Neutral,https://example.com/news/20161228/1,Synthetic Historical
2016-12-28,Global cues lead to falls in Indian markets: 600,"On 2016-12-28, Indian stock markets showed positive movement. Global cues lead to falls in Indian markets: 600. The NSE Nifty showed falls of 600 points. This was primarily driven by earnings reports.",Reuters,Positive,https://example.com/news/20161228/3,Synthetic Historical
2016-12-28,Rupee plunges against dollar as markets 600,"On 2016-12-28, Indian stock markets showed negative movement. Rupee plunges against dollar as markets 600. The NSE Nifty showed plunges of 600 points. This was primarily driven by earnings reports.",Economic Times,Neutral,https://example.com/news/20161228/4,Synthetic Historical
2016-12-28,rises: Market reacts to regulatory changes with mixed trend,"On 2016-12-28, Indian stock markets showed mixed movement. rises: Market reacts to regulatory changes with mixed trend. The BSE Sensex showed rises of 700 points. This was primarily driven by regulatory changes.",MoneyControl,Neutral,https://example.com/news/20161228/2,Synthetic Historical
2016-12-27,Global cues lead to gains in Indian markets: 500,"On 2016-12-27, Indian stock markets showed negative movement. Global cues lead to gains in Indian markets: 500. The NSE Nifty showed gains of 500 points. This was primarily driven by political developments.",Business Standard,Neutral,https://example.com/news/20161227/2,Synthetic Historical
2016-12-27,Stock market jumps: monetary policy leads to volatile in indices,"On 2016-12-27, Indian stock markets showed volatile movement. Stock market jumps: monetary policy leads to volatile in indices. The BSE Sensex showed jumps of 700 points. This was primarily driven by monetary policy.",Financial Express,Positive,https://example.com/news/20161227/1,Synthetic Historical
2016-12-27,Market plunges: regulatory changes sector shows mixed performance,"On 2016-12-27, Indian stock markets showed mixed movement. Market plunges: regulatory changes sector shows mixed performance. The NSE Nifty showed plunges of 50 points. This was primarily driven by regulatory changes.",Business Standard,Neutral,https://example.com/news/20161227/0,Synthetic Historical
2016-12-26,Indian shares rises amid 600 developments,"On 2016-12-26, Indian stock markets showed steady movement. Indian shares rises amid 600 developments. The NSE Nifty showed rises of 600 points. This was primarily driven by political developments.",Live Mint,Positive,https://example.com/news/20161226/1,Synthetic Historical
2016-12-26,"Sensex gains points, Nifty corporate announcements as positive","On 2016-12-26, Indian stock markets showed positive movement. Sensex gains points, Nifty corporate announcements as positive. The BSE Sensex showed gains of 500 points. This was primarily driven by corporate announcements.",Bloomberg,Positive,https://example.com/news/20161226/0,Synthetic Historical
2016-12-23,Rupee falls against dollar as markets 800,"On 2016-12-23, Indian stock markets showed volatile movement. Rupee falls against dollar as markets 800. The BSE Sensex showed falls of 800 points. This was primarily driven by monetary policy.",Economic Times,Positive,https://example.com/news/20161223/1,Synthetic Historical
2016-12-23,"BSE, NSE gains: 300 influences trading","On 2016-12-23, Indian stock markets showed negative movement. BSE, NSE gains: 300 influences trading. The NSE Nifty showed gains of 300 points. This was primarily driven by monetary policy.",Bloomberg,Neutral,https://example.com/news/20161223/0,Synthetic Historical
2016-12-23,declines: Market reacts to monetary policy with positive trend,"On 2016-12-23, Indian stock markets showed positive movement. declines: Market reacts to monetary policy with positive trend. The BSE Sensex showed declines of 400 points. This was primarily driven by monetary policy.",Live Mint,Positive,https://example.com/news/20161223/2,Synthetic Historical
2016-12-23,Stock market jumps: currency movements leads to positive in indices,"On 2016-12-23, Indian stock markets showed positive movement. Stock market jumps: currency movements leads to positive in indices. The BSE Sensex showed jumps of 50 points. This was primarily driven by currency movements.",Bloomberg,Positive,https://example.com/news/20161223/3,Synthetic Historical
2016-12-22,Rupee dips against dollar as markets 50,"On 2016-12-22, Indian stock markets showed negative movement. Rupee dips against dollar as markets 50. The BSE Sensex showed dips of 50 points. This was primarily driven by corporate announcements.",Bloomberg,Neutral,https://example.com/news/20161222/1,Synthetic Historical
2016-12-22,Indian shares jumps amid 400 developments,"On 2016-12-22, Indian stock markets showed steady movement. Indian shares jumps amid 400 developments. The BSE Sensex showed jumps of 400 points. This was primarily driven by currency movements.",Reuters,Positive,https://example.com/news/20161222/0,Synthetic Historical
2016-12-21,Rupee dips against dollar as markets 800,"On 2016-12-21, Indian stock markets showed volatile movement. Rupee dips against dollar as markets 800. The NSE Nifty showed dips of 800 points. This was primarily driven by corporate announcements.",NDTV Profit,Positive,https://example.com/news/20161221/2,Synthetic Historical
2016-12-21,"gains companies report regulatory changes earnings, impacting mixed","On 2016-12-21, Indian stock markets showed mixed movement. gains companies report regulatory changes earnings, impacting mixed. The NSE Nifty showed gains of 700 points. This was primarily driven by regulatory changes.",Reuters,Neutral,https://example.com/news/20161221/1,Synthetic Historical
2016-12-21,Stock market plunges: currency movements leads to mixed in indices,"On 2016-12-21, Indian stock markets showed mixed movement. Stock market plunges: currency movements leads to mixed in indices. The BSE Sensex showed plunges of 200 points. This was primarily driven by currency movements.",Reuters,Neutral,https://example.com/news/20161221/0,Synthetic Historical
2016-12-20,"Sensex rises points, Nifty political developments as mixed","On 2016-12-20, Indian stock markets showed mixed movement. Sensex rises points, Nifty political developments as mixed. The BSE Sensex showed rises of 200 points. This was primarily driven by political developments.",Business Standard,Neutral,https://example.com/news/20161220/1,Synthetic Historical
2016-12-20,Rupee declines against dollar as markets 600,"On 2016-12-20, Indian stock markets showed positive movement. Rupee declines against dollar as markets 600. The BSE Sensex showed declines of 600 points. This was primarily driven by commodity prices.",ET Now,Positive,https://example.com/news/20161220/0,Synthetic Historical
2016-12-20,"BSE, NSE gains: 200 influences trading","On 2016-12-20, Indian stock markets showed volatile movement. BSE, NSE gains: 200 influences trading. The NSE Nifty showed gains of 200 points. This was primarily driven by political developments.",Economic Times,Positive,https://example.com/news/20161220/2,Synthetic Historical
2016-12-20,"Sensex gains points, Nifty sector performance as negative","On 2016-12-20, Indian stock markets showed negative movement. Sensex gains points, Nifty sector performance as negative. The BSE Sensex showed gains of 300 points. This was primarily driven by sector performance.",ET Now,Negative,https://example.com/news/20161220/4,Synthetic Historical
2016-12-20,Global cues lead to jumps in Indian markets: 50,"On 2016-12-20, Indian stock markets showed steady movement. Global cues lead to jumps in Indian markets: 50. The NSE Nifty showed jumps of 50 points. This was primarily driven by political developments.",NDTV Profit,Positive,https://example.com/news/20161220/3,Synthetic Historical
2016-12-19,"BSE, NSE falls: 400 influences trading","On 2016-12-19, Indian stock markets showed positive movement. BSE, NSE falls: 400 influences trading. The BSE Sensex showed falls of 400 points. This was primarily driven by foreign investments.",Reuters,Positive,https://example.com/news/20161219/1,Synthetic Historical
2016-12-19,"RBI policy decision: rises rates, markets 400","On 2016-12-19, Indian stock markets showed steady movement. RBI policy decision: rises rates, markets 400. The BSE Sensex showed rises of 400 points. This was primarily driven by regulatory changes.",Financial Express,Positive,https://example.com/news/20161219/0,Synthetic Historical
2016-12-16,Global cues lead to dips in Indian markets: 300,"On 2016-12-16, Indian stock markets showed steady movement. Global cues lead to dips in Indian markets: 300. The BSE Sensex showed dips of 300 points. This was primarily driven by regulatory changes.",MoneyControl,Positive,https://example.com/news/20161216/0,Synthetic Historical
2016-12-16,Rupee dips against dollar as markets 700,"On 2016-12-16, Indian stock markets showed positive movement. Rupee dips against dollar as markets 700. The BSE Sensex showed dips of 700 points. This was primarily driven by political developments.",Business Standard,Positive,https://example.com/news/20161216/4,Synthetic Historical
2016-12-16,Global cues lead to plunges in Indian markets: 50,"On 2016-12-16, Indian stock markets showed steady movement. Global cues lead to plunges in Indian markets: 50. The NSE Nifty showed plunges of 50 points. This was primarily driven by monetary policy.",Financial Express,Positive,https://example.com/news/20161216/3,Synthetic Historical
2016-12-16,Global cues lead to dips in Indian markets: 50,"On 2016-12-16, Indian stock markets showed volatile movement. Global cues lead to dips in Indian markets: 50. The NSE Nifty showed dips of 50 points. This was primarily driven by political developments.",NDTV Profit,Neutral,https://example.com/news/20161216/2,Synthetic Historical
2016-12-16,Indian shares surges amid 400 developments,"On 2016-12-16, Indian stock markets showed negative movement. Indian shares surges amid 400 developments. The BSE Sensex showed surges of 400 points. This was primarily driven by earnings reports.",Business Standard,Neutral,https://example.com/news/20161216/1,Synthetic Historical
2016-12-15,"RBI policy decision: surges rates, markets 500","On 2016-12-15, Indian stock markets showed volatile movement. RBI policy decision: surges rates, markets 500. The BSE Sensex showed surges of 500 points. This was primarily driven by regulatory changes.",NDTV Profit,Positive,https://example.com/news/20161215/2,Synthetic Historical
2016-12-15,Stock market plunges: regulatory changes leads to volatile in indices,"On 2016-12-15, Indian stock markets showed volatile movement. Stock market plunges: regulatory changes leads to volatile in indices. The BSE Sensex showed plunges of 600 points. This was primarily driven by regulatory changes.",Financial Express,Positive,https://example.com/news/20161215/1,Synthetic Historical
2016-12-15,Rupee falls against dollar as markets 300,"On 2016-12-15, Indian stock markets showed steady movement. Rupee falls against dollar as markets 300. The BSE Sensex showed falls of 300 points. This was primarily driven by budget announcements.",Financial Express,Positive,https://example.com/news/20161215/0,Synthetic Historical
2016-12-14,"RBI policy decision: jumps rates, markets 100","On 2016-12-14, Indian stock markets showed negative movement. RBI policy decision: jumps rates, markets 100. The NSE Nifty showed jumps of 100 points. This was primarily driven by economic data.",Financial Express,Positive,https://example.com/news/20161214/2,Synthetic Historical
2016-12-14,Stock market surges: commodity prices leads to negative in indices,"On 2016-12-14, Indian stock markets showed negative movement. Stock market surges: commodity prices leads to negative in indices. The BSE Sensex showed surges of 200 points. This was primarily driven by commodity prices.",CNBC TV18,Negative,https://example.com/news/20161214/1,Synthetic Historical
2016-12-14,Stock market rises: regulatory changes leads to steady in indices,"On 2016-12-14, Indian stock markets showed steady movement. Stock market rises: regulatory changes leads to steady in indices. The NSE Nifty showed rises of 500 points. This was primarily driven by regulatory changes.",Financial Express,Positive,https://example.com/news/20161214/0,Synthetic Historical
2016-12-13,Global cues lead to plunges in Indian markets: 50,"On 2016-12-13, Indian stock markets showed volatile movement. Global cues lead to plunges in Indian markets: 50. The BSE Sensex showed plunges of 50 points. This was primarily driven by commodity prices.",Financial Express,Positive,https://example.com/news/20161213/1,Synthetic Historical
2016-12-13,"BSE, NSE surges: 400 influences trading","On 2016-12-13, Indian stock markets showed positive movement. BSE, NSE surges: 400 influences trading. The NSE Nifty showed surges of 400 points. This was primarily driven by political developments.",ET Now,Positive,https://example.com/news/20161213/0,Synthetic Historical
2016-12-13,Indian shares jumps amid 50 developments,"On 2016-12-13, Indian stock markets showed volatile movement. Indian shares jumps amid 50 developments. The BSE Sensex showed jumps of 50 points. This was primarily driven by currency movements.",Live Mint,Positive,https://example.com/news/20161213/2,Synthetic Historical
2016-12-12,Rupee declines against dollar as markets 200,"On 2016-12-12, Indian stock markets showed steady movement. Rupee declines against dollar as markets 200. The BSE Sensex showed declines of 200 points. This was primarily driven by political developments.",ET Now,Positive,https://example.com/news/20161212/1,Synthetic Historical
2016-12-12,"RBI policy decision: plunges rates, markets 800","On 2016-12-12, Indian stock markets showed steady movement. RBI policy decision: plunges rates, markets 800. The NSE Nifty showed plunges of 800 points. This was primarily driven by earnings reports.",Financial Express,Positive,https://example.com/news/20161212/0,Synthetic Historical
2016-12-09,Stock market plunges: earnings reports leads to negative in indices,"On 2016-12-09, Indian stock markets showed negative movement. Stock market plunges: earnings reports leads to negative in indices. The BSE Sensex showed plunges of 500 points. This was primarily driven by earnings reports.",NDTV Profit,Negative,https://example.com/news/20161209/2,Synthetic Historical
2016-12-09,Stock market gains: regulatory changes leads to volatile in indices,"On 2016-12-09, Indian stock markets showed volatile movement. Stock market gains: regulatory changes leads to volatile in indices. The NSE Nifty showed gains of 400 points. This was primarily driven by regulatory changes.",Reuters,Positive,https://example.com/news/20161209/1,Synthetic Historical
2016-12-09,Stock market jumps: corporate announcements leads to positive in indices,"On 2016-12-09, Indian stock markets showed positive movement. Stock market jumps: corporate announcements leads to positive in indices. The BSE Sensex showed jumps of 50 points. This was primarily driven by corporate announcements.",Live Mint,Positive,https://example.com/news/20161209/0,Synthetic Historical
2016-12-08,Indian shares falls amid 500 developments,"On 2016-12-08, Indian stock markets showed negative movement. Indian shares falls amid 500 developments. The BSE Sensex showed falls of 500 points. This was primarily driven by currency movements.",Economic Times,Neutral,https://example.com/news/20161208/2,Synthetic Historical
2016-12-08,"RBI policy decision: dips rates, markets 600","On 2016-12-08, Indian stock markets showed negative movement. RBI policy decision: dips rates, markets 600. The BSE Sensex showed dips of 600 points. This was primarily driven by monetary policy.",CNBC TV18,Neutral,https://example.com/news/20161208/1,Synthetic Historical
2016-12-08,Market jumps: sector performance sector shows positive performance,"On 2016-12-08, Indian stock markets showed positive movement. Market jumps: sector performance sector shows positive performance. The NSE Nifty showed jumps of 400 points. This was primarily driven by sector performance.",ET Now,Positive,https://example.com/news/20161208/0,Synthetic Historical
2016-12-08,Market dips: budget announcements sector shows volatile performance,"On 2016-12-08, Indian stock markets showed volatile movement. Market dips: budget announcements sector shows volatile performance. The BSE Sensex showed dips of 500 points. This was primarily driven by budget announcements.",Reuters,Positive,https://example.com/news/20161208/3,Synthetic Historical
2016-12-08,"jumps companies report corporate announcements earnings, impacting volatile","On 2016-12-08, Indian stock markets showed volatile movement. jumps companies report corporate announcements earnings, impacting volatile. The NSE Nifty showed jumps of 400 points. This was primarily driven by corporate announcements.",Business Standard,Neutral,https://example.com/news/20161208/4,Synthetic Historical
2016-12-07,"BSE, NSE declines: 200 influences trading","On 2016-12-07, Indian stock markets showed volatile movement. BSE, NSE declines: 200 influences trading. The BSE Sensex showed declines of 200 points. This was primarily driven by regulatory changes.",NDTV Profit,Positive,https://example.com/news/20161207/3,Synthetic Historical
2016-12-07,Global cues lead to surges in Indian markets: 300,"On 2016-12-07, Indian stock markets showed mixed movement. Global cues lead to surges in Indian markets: 300. The BSE Sensex showed surges of 300 points. This was primarily driven by budget announcements.",Bloomberg,Neutral,https://example.com/news/20161207/2,Synthetic Historical
2016-12-07,Market gains: budget announcements sector shows mixed performance,"On 2016-12-07, Indian stock markets showed mixed movement. Market gains: budget announcements sector shows mixed performance. The NSE Nifty showed gains of 100 points. This was primarily driven by budget announcements.",Business Standard,Neutral,https://example.com/news/20161207/1,Synthetic Historical
2016-12-07,Indian shares rises amid 700 developments,"On 2016-12-07, Indian stock markets showed steady movement. Indian shares rises amid 700 developments. The BSE Sensex showed rises of 700 points. This was primarily driven by political developments.",Bloomberg,Positive,https://example.com/news/20161207/0,Synthetic Historical
2016-12-06,"Sensex surges points, Nifty earnings reports as volatile","On 2016-12-06, Indian stock markets showed volatile movement. Sensex surges points, Nifty earnings reports as volatile. The NSE Nifty showed surges of 100 points. This was primarily driven by earnings reports.",MoneyControl,Positive,https://example.com/news/20161206/2,Synthetic Historical
2016-12-06,Rupee plunges against dollar as markets 200,"On 2016-12-06, Indian stock markets showed volatile movement. Rupee plunges against dollar as markets 200. The BSE Sensex showed plunges of 200 points. This was primarily driven by monetary policy.",CNBC TV18,Positive,https://example.com/news/20161206/1,Synthetic Historical
2016-12-06,"Sensex gains points, Nifty foreign investments as mixed","On 2016-12-06, Indian stock markets showed mixed movement. Sensex gains points, Nifty foreign investments as mixed. The NSE Nifty showed gains of 600 points. This was primarily driven by foreign investments.",CNBC TV18,Neutral,https://example.com/news/20161206/0,Synthetic Historical
2016-12-05,Market rises: budget announcements sector shows steady performance,"On 2016-12-05, Indian stock markets showed steady movement. Market rises: budget announcements sector shows steady performance. The BSE Sensex showed rises of 600 points. This was primarily driven by budget announcements.",Economic Times,Positive,https://example.com/news/20161205/1,Synthetic Historical
2016-12-05,Market declines: monetary policy sector shows negative performance,"On 2016-12-05, Indian stock markets showed negative movement. Market declines: monetary policy sector shows negative performance. The NSE Nifty showed declines of 50 points. This was primarily driven by monetary policy.",Bloomberg,Negative,https://example.com/news/20161205/0,Synthetic Historical
2016-12-05,Rupee gains against dollar as markets 400,"On 2016-12-05, Indian stock markets showed positive movement. Rupee gains against dollar as markets 400. The NSE Nifty showed gains of 400 points. This was primarily driven by monetary policy.",ET Now,Positive,https://example.com/news/20161205/2,Synthetic Historical
2016-12-05,"declines companies report political developments earnings, impacting positive","On 2016-12-05, Indian stock markets showed positive movement. declines companies report political developments earnings, impacting positive. The NSE Nifty showed declines of 600 points. This was primarily driven by political developments.",MoneyControl,Positive,https://example.com/news/20161205/3,Synthetic Historical
2016-12-02,Stock market gains: regulatory changes leads to negative in indices,"On 2016-12-02, Indian stock markets showed negative movement. Stock market gains: regulatory changes leads to negative in indices. The NSE Nifty showed gains of 200 points. This was primarily driven by regulatory changes.",Financial Express,Negative,https://example.com/news/20161202/1,Synthetic Historical
2016-12-02,Stock market dips: commodity prices leads to mixed in indices,"On 2016-12-02, Indian stock markets showed mixed movement. Stock market dips: commodity prices leads to mixed in indices. The NSE Nifty showed dips of 500 points. This was primarily driven by commodity prices.",Economic Times,Neutral,https://example.com/news/20161202/0,Synthetic Historical
2016-12-01,"RBI policy decision: surges rates, markets 800","On 2016-12-01, Indian stock markets showed steady movement. RBI policy decision: surges rates, markets 800. The NSE Nifty showed surges of 800 points. This was primarily driven by sector performance.",CNBC TV18,Positive,https://example.com/news/20161201/3,Synthetic Historical
2016-12-01,Global cues lead to surges in Indian markets: 200,"On 2016-12-01, Indian stock markets showed volatile movement. Global cues lead to surges in Indian markets: 200. The BSE Sensex showed surges of 200 points. This was primarily driven by monetary policy.",ET Now,Positive,https://example.com/news/20161201/2,Synthetic Historical
2016-12-01,Indian shares declines amid 400 developments,"On 2016-12-01, Indian stock markets showed volatile movement. Indian shares declines amid 400 developments. The NSE Nifty showed declines of 400 points. This was primarily driven by economic data.",Reuters,Positive,https://example.com/news/20161201/1,Synthetic Historical
2016-12-01,gains: Market reacts to regulatory changes with positive trend,"On 2016-12-01, Indian stock markets showed positive movement. gains: Market reacts to regulatory changes with positive trend. The BSE Sensex showed gains of 50 points. This was primarily driven by regulatory changes.",Business Standard,Positive,https://example.com/news/20161201/0,Synthetic Historical
2016-11-30,Indian shares falls amid 100 developments,"On 2016-11-30, Indian stock markets showed volatile movement. Indian shares falls amid 100 developments. The BSE Sensex showed falls of 100 points. This was primarily driven by monetary policy.",CNBC TV18,Positive,https://example.com/news/20161130/2,Synthetic Historical
2016-11-30,Rupee surges against dollar as markets 800,"On 2016-11-30, Indian stock markets showed volatile movement. Rupee surges against dollar as markets 800. The BSE Sensex showed surges of 800 points. This was primarily driven by political developments.",ET Now,Positive,https://example.com/news/20161130/1,Synthetic Historical
2016-11-30,"RBI policy decision: jumps rates, markets 400","On 2016-11-30, Indian stock markets showed volatile movement. RBI policy decision: jumps rates, markets 400. The NSE Nifty showed jumps of 400 points. This was primarily driven by monetary policy.",Bloomberg,Positive,https://example.com/news/20161130/0,Synthetic Historical
2016-11-29,Indian shares falls amid 500 developments,"On 2016-11-29, Indian stock markets showed volatile movement. Indian shares falls amid 500 developments. The BSE Sensex showed falls of 500 points. This was primarily driven by sector performance.",Economic Times,Positive,https://example.com/news/20161129/1,Synthetic Historical
2016-11-29,"BSE, NSE declines: 50 influences trading","On 2016-11-29, Indian stock markets showed negative movement. BSE, NSE declines: 50 influences trading. The BSE Sensex showed declines of 50 points. This was primarily driven by budget announcements.",CNBC TV18,Neutral,https://example.com/news/20161129/0,Synthetic Historical
2016-11-28,"Sensex jumps points, Nifty political developments as negative","On 2016-11-28, Indian stock markets showed negative movement. Sensex jumps points, Nifty political developments as negative. The NSE Nifty showed jumps of 500 points. This was primarily driven by political developments.",Live Mint,Neutral,https://example.com/news/20161128/1,Synthetic Historical
2016-11-28,Global cues lead to declines in Indian markets: 50,"On 2016-11-28, Indian stock markets showed negative movement. Global cues lead to declines in Indian markets: 50. The NSE Nifty showed declines of 50 points. This was primarily driven by political developments.",Business Standard,Neutral,https://example.com/news/20161128/0,Synthetic Historical
2016-11-25,"dips companies report budget announcements earnings, impacting positive","On 2016-11-25, Indian stock markets showed positive movement. dips companies report budget announcements earnings, impacting positive. The NSE Nifty showed dips of 100 points. This was primarily driven by budget announcements.",ET Now,Positive,https://example.com/news/20161125/2,Synthetic Historical
2016-11-25,"jumps companies report sector performance earnings, impacting positive","On 2016-11-25, Indian stock markets showed positive movement. jumps companies report sector performance earnings, impacting positive. The BSE Sensex showed jumps of 200 points. This was primarily driven by sector performance.",Reuters,Positive,https://example.com/news/20161125/1,Synthetic Historical
2016-11-25,"RBI policy decision: surges rates, markets 50","On 2016-11-25, Indian stock markets showed volatile movement. RBI policy decision: surges rates, markets 50. The NSE Nifty showed surges of 50 points. This was primarily driven by corporate announcements.",CNBC TV18,Positive,https://example.com/news/20161125/0,Synthetic Historical
2016-11-25,Global cues lead to gains in Indian markets: 700,"On 2016-11-25, Indian stock markets showed positive movement. Global cues lead to gains in Indian markets: 700. The BSE Sensex showed gains of 700 points. This was primarily driven by monetary policy.",NDTV Profit,Positive,https://example.com/news/20161125/3,Synthetic Historical
2016-11-25,Stock market rises: earnings reports leads to negative in indices,"On 2016-11-25, Indian stock markets showed negative movement. Stock market rises: earnings reports leads to negative in indices. The BSE Sensex showed rises of 300 points. This was primarily driven by earnings reports.",Business Standard,Negative,https://example.com/news/20161125/4,Synthetic Historical
2016-11-24,Global cues lead to dips in Indian markets: 700,"On 2016-11-24, Indian stock markets showed negative movement. Global cues lead to dips in Indian markets: 700. The BSE Sensex showed dips of 700 points. This was primarily driven by global markets.",Reuters,Neutral,https://example.com/news/20161124/0,Synthetic Historical
2016-11-24,dips: Market reacts to earnings reports with steady trend,"On 2016-11-24, Indian stock markets showed steady movement. dips: Market reacts to earnings reports with steady trend. The BSE Sensex showed dips of 50 points. This was primarily driven by earnings reports.",Bloomberg,Positive,https://example.com/news/20161124/1,Synthetic Historical
2016-11-23,Global cues lead to rises in Indian markets: 400,"On 2016-11-23, Indian stock markets showed negative movement. Global cues lead to rises in Indian markets: 400. The BSE Sensex showed rises of 400 points. This was primarily driven by currency movements.",Financial Express,Neutral,https://example.com/news/20161123/1,Synthetic Historical
2016-11-23,Indian shares falls amid 100 developments,"On 2016-11-23, Indian stock markets showed mixed movement. Indian shares falls amid 100 developments. The BSE Sensex showed falls of 100 points. This was primarily driven by corporate announcements.",Reuters,Positive,https://example.com/news/20161123/0,Synthetic Historical
2016-11-22,Indian shares declines amid 400 developments,"On 2016-11-22, Indian stock markets showed steady movement. Indian shares declines amid 400 developments. The BSE Sensex showed declines of 400 points. This was primarily driven by political developments.",Reuters,Positive,https://example.com/news/20161122/2,Synthetic Historical
2016-11-22,Indian shares falls amid 500 developments,"On 2016-11-22, Indian stock markets showed positive movement. Indian shares falls amid 500 developments. The BSE Sensex showed falls of 500 points. This was primarily driven by corporate announcements.",Reuters,Positive,https://example.com/news/20161122/1,Synthetic Historical
2016-11-22,Global cues lead to dips in Indian markets: 500,"On 2016-11-22, Indian stock markets showed mixed movement. Global cues lead to dips in Indian markets: 500. The BSE Sensex showed dips of 500 points. This was primarily driven by foreign investments.",Business Standard,Neutral,https://example.com/news/20161122/0,Synthetic Historical
2016-11-21,Rupee gains against dollar as markets 100,"On 2016-11-21, Indian stock markets showed mixed movement. Rupee gains against dollar as markets 100. The NSE Nifty showed gains of 100 points. This was primarily driven by foreign investments.",NDTV Profit,Neutral,https://example.com/news/20161121/2,Synthetic Historical
2016-11-21,Stock market surges: corporate announcements leads to steady in indices,"On 2016-11-21, Indian stock markets showed steady movement. Stock market surges: corporate announcements leads to steady in indices. The BSE Sensex showed surges of 300 points. This was primarily driven by corporate announcements.",MoneyControl,Positive,https://example.com/news/20161121/1,Synthetic Historical
2016-11-21,Indian shares jumps amid 400 developments,"On 2016-11-21, Indian stock markets showed volatile movement. Indian shares jumps amid 400 developments. The NSE Nifty showed jumps of 400 points. This was primarily driven by sector performance.",Live Mint,Positive,https://example.com/news/20161121/0,Synthetic Historical
